accion,threads,tiempo
Máximo,12,0.432600
Máximo,12,0.626400
Máximo,12,0.497200
Máximo,12,0.793100
Máximo,12,0.435000
Máximo,12,0.620800
Máximo,12,0.430600
Máximo,12,0.624000
Máximo,12,0.516100
Máximo,12,0.627000
Máximo,12,0.476300
Máximo,12,0.671000
Máximo,12,0.431200
Máximo,12,0.620400
Máximo,12,0.454500
Máximo,12,0.631100
Máximo,12,0.463300
Máximo,12,0.634900
Máximo,12,0.502700
Máximo,12,0.710100
Máximo,12,0.457000
Máximo,12,0.695300
Máximo,12,0.500500
Máximo,12,0.654300
Máximo,12,0.445800
Máximo,12,0.666300
Máximo,12,0.534100
Máximo,12,0.783700
Máximo,12,0.531200
Máximo,12,0.657800
Máximo,12,0.458000
Máximo,12,0.647700
Máximo,12,0.458200
Máximo,12,0.688100
Máximo,12,0.476500
Máximo,12,0.676700
Máximo,12,0.471600
Máximo,12,0.673700
Máximo,12,0.458700
Máximo,13,0.766300
Máximo,13,0.677700
Máximo,13,0.522700
Máximo,13,0.721400
Máximo,13,0.493300
Máximo,13,0.729400
Máximo,13,0.510400
Máximo,13,0.696200
Máximo,13,0.495500
Máximo,13,0.798400
Máximo,13,0.532900
Máximo,13,0.687100
Máximo,13,0.604400
Máximo,13,0.688400
Máximo,13,0.516300
Máximo,13,0.691500
Máximo,13,0.522400
Máximo,13,0.715700
Máximo,13,0.557500
Máximo,13,0.673400
Máximo,13,0.544900
Máximo,13,0.666200
Máximo,13,0.480800
Máximo,13,0.732700
Máximo,13,0.503100
Máximo,13,0.683400
Máximo,13,0.489700
Máximo,13,0.713400
Máximo,13,0.628000
Máximo,13,0.679100
Máximo,13,0.488000
Máximo,13,0.711100
Máximo,13,0.490200
Máximo,13,0.675900
Máximo,13,0.512100
Máximo,13,0.679000
Máximo,13,0.504000
Máximo,13,0.707900
Máximo,13,0.502500
Máximo,13,0.656100
Máximo,13,0.522300
Máximo,13,0.674600
Máximo,13,0.482000
Máximo,13,0.655700
Máximo,13,0.520800
Máximo,13,0.736000
Máximo,13,0.484200
Máximo,13,0.684800
Máximo,13,0.516200
Máximo,13,0.815700
Máximo,13,0.504000
Máximo,13,0.709900
Máximo,13,0.569900
Máximo,13,0.697700
Máximo,13,0.484200
Máximo,13,0.675900
Máximo,13,0.511400
Máximo,13,0.663100
Máximo,13,0.513000
Máximo,13,0.778000
Máximo,13,0.470700
Máximo,13,0.755400
Máximo,13,0.595900
Máximo,13,0.678200
Máximo,13,0.484000
Máximo,13,0.677100
Máximo,13,0.623400
Máximo,13,0.765500
Máximo,13,0.477200
Máximo,13,0.657300
Máximo,13,0.494600
Máximo,13,0.670200
Máximo,13,0.493700
Máximo,13,0.684100
Máximo,13,0.483500
Máximo,13,0.651800
Máximo,13,0.477800
Máximo,13,0.675400
Máximo,13,0.482500
Máximo,13,0.700100
Máximo,13,0.483300
Máximo,13,0.665500
Máximo,13,0.565600
Máximo,13,0.670600
Máximo,13,0.489200
Máximo,13,0.665700
Máximo,13,0.497800
Máximo,13,0.658100
Máximo,13,0.510500
Máximo,13,0.713400
Máximo,13,0.487400
Máximo,13,0.672600
Máximo,13,0.471700
Máximo,13,0.686600
Máximo,13,0.489600
Máximo,13,0.681500
Máximo,13,0.502000
Máximo,13,0.705600
Máximo,13,0.500300
Máximo,13,0.653300
Máximo,14,0.505300
Máximo,14,0.696500
Máximo,14,0.534500
Máximo,14,0.764400
Máximo,14,0.492600
Máximo,14,0.709200
Máximo,14,0.542800
Máximo,14,0.740900
Máximo,14,0.525000
Máximo,14,0.665500
Máximo,14,0.508300
Máximo,14,0.689200
Máximo,14,0.650400
Máximo,14,0.717500
Máximo,14,0.543400
Máximo,14,0.726300
Máximo,14,0.518700
Máximo,14,0.696700
Máximo,14,0.532200
Máximo,14,0.706700
Máximo,14,0.537400
Máximo,14,0.706400
Máximo,14,0.518400
Máximo,14,0.677100
Máximo,14,0.637600
Máximo,14,0.701000
Máximo,14,0.527200
Máximo,14,0.708600
Máximo,14,0.520700
Máximo,14,0.704300
Máximo,14,0.564500
Máximo,14,0.805700
Máximo,14,0.623300
Máximo,14,0.707600
Máximo,14,0.576100
Máximo,14,0.671600
Máximo,14,0.507600
Máximo,14,0.765100
Máximo,14,0.528500
Máximo,14,0.737200
Máximo,14,0.526500
Máximo,14,0.795900
Máximo,14,0.626900
Máximo,14,0.727200
Máximo,14,0.542600
Máximo,14,0.826200
Máximo,14,0.497600
Máximo,14,0.703000
Máximo,14,0.589600
Máximo,14,0.688200
Máximo,14,0.515200
Máximo,14,0.751800
Máximo,14,0.514000
Máximo,14,0.712800
Máximo,14,0.590400
Máximo,14,0.731000
Máximo,14,0.532300
Máximo,14,0.755100
Máximo,14,0.612200
Máximo,14,0.725100
Máximo,14,0.525000
Máximo,14,0.728400
Máximo,14,0.563400
Máximo,14,0.851900
Máximo,14,0.533800
Máximo,14,0.690200
Máximo,14,0.543100
Máximo,14,0.779800
Máximo,14,0.546400
Máximo,14,0.683400
Máximo,14,0.571600
Máximo,14,0.722700
Máximo,14,0.536800
Máximo,14,0.688100
Máximo,14,0.611900
Máximo,14,0.746100
Máximo,14,0.520100
Máximo,14,0.749100
Máximo,14,0.713200
Máximo,14,0.680500
Máximo,14,0.746500
Máximo,14,0.680500
Máximo,14,0.512000
Máximo,14,0.849500
Máximo,14,0.554500
Máximo,14,0.660600
Máximo,14,0.653700
Máximo,14,0.704300
Máximo,14,0.498000
Máximo,14,0.668500
Máximo,14,0.551600
Máximo,14,0.821100
Máximo,14,0.518900
Máximo,14,0.675700
Máximo,14,0.560000
Máximo,14,0.785900
Máximo,14,0.525900
Máximo,14,0.704700
Máximo,14,0.646100
Máximo,14,0.956200
Máximo,15,0.607400
Máximo,15,0.772500
Máximo,15,0.568400
Máximo,15,0.784700
Máximo,15,0.565200
Máximo,15,0.742100
Máximo,15,0.612000
Máximo,15,0.720900
Máximo,15,0.548900
Máximo,15,0.799900
Máximo,15,0.568500
Máximo,15,0.726400
Máximo,15,0.563100
Máximo,15,0.789400
Máximo,15,0.578600
Máximo,15,0.750100
Máximo,15,0.680200
Máximo,15,0.743300
Máximo,15,0.604500
Máximo,15,0.767700
Máximo,15,0.641000
Máximo,15,0.772800
Máximo,15,0.569700
Máximo,15,0.771400
Máximo,15,0.541800
Máximo,15,0.889400
Máximo,15,0.687600
Máximo,15,0.753100
Máximo,15,0.546000
Máximo,15,0.822600
Máximo,15,0.552100
Máximo,15,0.815000
Máximo,15,0.605200
Máximo,15,0.789100
Máximo,15,0.602300
Máximo,15,0.769000
Máximo,15,0.577700
Máximo,15,0.740000
Máximo,15,0.557500
Máximo,15,0.741400
Máximo,15,0.696600
Máximo,15,0.773000
Máximo,15,0.574700
Máximo,15,0.744200
Máximo,15,0.566900
Máximo,15,0.752800
Máximo,15,0.543200
Máximo,15,0.771100
Máximo,15,0.561100
Máximo,15,0.746600
Máximo,15,0.560300
Máximo,15,0.803000
Máximo,15,0.563300
Máximo,15,0.832100
Máximo,15,0.635300
Máximo,15,0.770000
Máximo,15,0.547800
Máximo,15,0.766300
Máximo,15,0.542400
Máximo,15,0.843800
Máximo,15,0.609200
Máximo,15,0.748400
Máximo,15,0.554600
Máximo,15,0.722800
Máximo,15,0.541000
Máximo,15,0.755500
Máximo,15,0.548800
Máximo,15,0.756900
Máximo,15,0.535200
Máximo,15,0.807900
Máximo,15,0.664300
Máximo,15,0.764400
Máximo,15,0.561000
Máximo,15,0.740500
Máximo,15,0.667500
Máximo,15,0.792200
Máximo,15,0.542000
Máximo,15,0.853800
Máximo,15,0.557600
Máximo,15,0.728400
Máximo,15,0.746100
Máximo,15,0.741600
Máximo,15,0.573500
Máximo,15,0.729500
Máximo,15,0.574800
Máximo,15,0.730600
Máximo,15,0.556600
Máximo,15,0.712500
Máximo,15,0.569700
Máximo,15,0.772300
Máximo,15,0.671200
Máximo,15,0.730200
Máximo,15,0.555900
Máximo,15,0.855700
Máximo,15,0.696200
Máximo,15,0.766600
Máximo,15,0.595600
Máximo,15,0.800800
Máximo,15,0.557300
Máximo,15,0.768600
Máximo,16,0.1146300
Máximo,16,0.940100
Máximo,16,0.801800
Máximo,16,0.781100
Máximo,16,0.753500
Máximo,16,0.797200
Máximo,16,0.795200
Máximo,16,0.811500
Máximo,16,0.952500
Máximo,16,0.804000
Máximo,16,0.773600
Máximo,16,0.847700
Máximo,16,0.835400
Máximo,16,0.901900
Máximo,16,0.948700
Máximo,16,0.895000
Máximo,16,0.798900
Máximo,16,0.836700
Máximo,16,0.785000
Máximo,16,0.775300
Máximo,16,0.873300
Máximo,16,0.787300
Máximo,16,0.749000
Máximo,16,0.780400
Máximo,16,0.900600
Máximo,16,0.767700
Máximo,16,0.800700
Máximo,16,0.870400
Máximo,16,0.795400
Máximo,16,0.790000
Máximo,16,0.784700
Máximo,16,0.820400
Máximo,16,0.766000
Máximo,16,0.894900
Máximo,16,0.800800
Máximo,16,0.790000
Máximo,16,0.869100
Máximo,16,0.808900
Máximo,16,0.833600
Máximo,16,0.890200
Máximo,16,0.761200
Máximo,16,0.889600
Máximo,16,0.878500
Máximo,16,0.884400
Máximo,16,0.953800
Máximo,16,0.775000
Máximo,16,0.798300
Máximo,16,0.776900
Máximo,16,0.794900
Máximo,16,0.777000
Máximo,16,0.864200
Máximo,16,0.802200
Máximo,16,0.796800
Máximo,16,0.782500
Máximo,16,0.791800
Máximo,16,0.905600
Máximo,16,0.791300
Máximo,16,0.793000
Máximo,16,0.916100
Máximo,16,0.792500
Máximo,16,0.810400
Máximo,16,0.791300
Máximo,16,0.789000
Máximo,16,0.823300
Máximo,16,0.864000
Máximo,16,0.773100
Máximo,16,0.783500
Máximo,16,0.792100
Máximo,16,0.781200
Máximo,16,0.763500
Máximo,16,0.785900
Máximo,16,0.783100
Máximo,16,0.783200
Máximo,16,0.764900
Máximo,16,0.884600
Máximo,16,0.816400
Máximo,16,0.781200
Máximo,16,0.805200
Máximo,16,0.847600
Máximo,16,0.806600
Máximo,16,0.860800
Máximo,16,0.787000
Máximo,16,0.787000
Máximo,16,0.771600
Máximo,16,0.925700
Máximo,16,0.783900
Máximo,16,0.773400
Máximo,16,0.843000
Máximo,16,0.786400
Máximo,16,0.764100
Máximo,16,0.892700
Máximo,16,0.846000
Máximo,16,0.795000
Máximo,16,0.776600
Máximo,16,0.827000
Máximo,16,0.780700
Máximo,16,0.840200
Máximo,16,0.831800
Máximo,16,0.827700
Máximo,16,0.782700
Máximo,17,0.816900
Máximo,17,0.836600
Máximo,17,0.1057700
Máximo,17,0.852000
Máximo,17,0.1046000
Máximo,17,0.832100
Máximo,17,0.1010600
Máximo,17,0.854900
Máximo,17,0.1290200
Máximo,17,0.889800
Máximo,17,0.1083500
Máximo,17,0.841600
Máximo,17,0.1008900
Máximo,17,0.857300
Máximo,17,0.1018500
Máximo,17,0.896700
Máximo,17,0.1097300
Máximo,17,0.967900
Máximo,17,0.1041500
Máximo,17,0.861700
Máximo,17,0.1018900
Máximo,17,0.843300
Máximo,17,0.1306400
Máximo,17,0.859200
Máximo,17,0.1012100
Máximo,17,0.855400
Máximo,17,0.1031200
Máximo,17,0.849100
Máximo,17,0.1019600
Máximo,17,0.848900
Máximo,17,0.1006400
Máximo,17,0.841200
Máximo,17,0.1029900
Máximo,17,0.856100
Máximo,17,0.1058500
Máximo,17,0.875900
Máximo,17,0.1004900
Máximo,17,0.889300
Máximo,17,0.994700
Máximo,17,0.863500
Máximo,17,0.1125400
Máximo,17,0.850100
Máximo,17,0.988600
Máximo,17,0.826500
Máximo,17,0.1022000
Máximo,17,0.838700
Máximo,17,0.1067500
Máximo,17,0.867900
Máximo,17,0.1162000
Máximo,17,0.845400
Máximo,17,0.1018100
Máximo,17,0.829700
Máximo,17,0.1003700
Máximo,17,0.876300
Máximo,17,0.1011400
Máximo,17,0.845500
Máximo,17,0.1008000
Máximo,17,0.840800
Máximo,17,0.1106900
Máximo,17,0.826100
Máximo,17,0.997300
Máximo,17,0.833400
Máximo,17,0.1018600
Máximo,17,0.843000
Máximo,17,0.1006000
Máximo,17,0.877500
Máximo,17,0.1011100
Máximo,17,0.868500
Máximo,17,0.994700
Máximo,17,0.892500
Máximo,17,0.963400
Máximo,17,0.823900
Máximo,17,0.1011200
Máximo,17,0.878900
Máximo,17,0.1021300
Máximo,17,0.824100
Máximo,17,0.1021800
Máximo,17,0.869200
Máximo,17,0.1013500
Máximo,17,0.868200
Máximo,17,0.1036400
Máximo,17,0.873300
Máximo,17,0.1106300
Máximo,17,0.893900
Máximo,17,0.1104900
Máximo,17,0.819400
Máximo,17,0.1029800
Máximo,17,0.875300
Máximo,17,0.994500
Máximo,17,0.944800
Máximo,17,0.1019200
Máximo,17,0.818100
Máximo,17,0.976100
Máximo,17,0.882700
Máximo,17,0.960200
Máximo,17,0.826300
Máximo,17,0.1013200
Máximo,17,0.826800
Máximo,17,0.1757600
Máximo,17,0.825500
Máximo,18,0.1085800
Máximo,18,0.866600
Máximo,18,0.1037200
Máximo,18,0.854300
Máximo,18,0.1099600
Máximo,18,0.884100
Máximo,18,0.1182600
Máximo,18,0.854700
Máximo,18,0.1055100
Máximo,18,0.868000
Máximo,18,0.1207300
Máximo,18,0.877000
Máximo,18,0.1058400
Máximo,18,0.854300
Máximo,18,0.1034600
Máximo,18,0.837800
Máximo,18,0.1034300
Máximo,18,0.855800
Máximo,18,0.1059300
Máximo,18,0.824800
Máximo,18,0.1056300
Máximo,18,0.839600
Máximo,18,0.1049200
Máximo,18,0.867100
Máximo,18,0.1025300
Máximo,18,0.856500
Máximo,18,0.1009900
Máximo,18,0.863100
Máximo,18,0.1071100
Máximo,18,0.871200
Máximo,18,0.1065600
Máximo,18,0.864500
Máximo,18,0.1200200
Máximo,18,0.863000
Máximo,18,0.1042500
Máximo,18,0.868600
Máximo,18,0.1009800
Máximo,18,0.865100
Máximo,18,0.1060900
Máximo,18,0.968100
Máximo,18,0.1029700
Máximo,18,0.860600
Máximo,18,0.1040000
Máximo,18,0.999200
Máximo,18,0.1036500
Máximo,18,0.868100
Máximo,18,0.1059100
Máximo,18,0.928800
Máximo,18,0.1055600
Máximo,18,0.874200
Máximo,18,0.1109200
Máximo,18,0.1053200
Máximo,18,0.1051300
Máximo,18,0.986700
Máximo,18,0.1042500
Máximo,18,0.848800
Máximo,18,0.1208300
Máximo,18,0.882700
Máximo,18,0.1078500
Máximo,18,0.862000
Máximo,18,0.1003100
Máximo,18,0.894100
Máximo,18,0.1035200
Máximo,18,0.876900
Máximo,18,0.1036000
Máximo,18,0.1061500
Máximo,18,0.1042600
Máximo,18,0.879900
Máximo,18,0.1052900
Máximo,18,0.832700
Máximo,18,0.1026200
Máximo,18,0.899300
Máximo,18,0.1128300
Máximo,18,0.867200
Máximo,18,0.1044400
Máximo,18,0.906900
Máximo,18,0.1029100
Máximo,18,0.885200
Máximo,18,0.1061700
Máximo,18,0.872300
Máximo,18,0.1069600
Máximo,18,0.843000
Máximo,18,0.1056200
Máximo,18,0.941600
Máximo,18,0.1020000
Máximo,18,0.864800
Máximo,18,0.1046500
Máximo,18,0.854700
Máximo,18,0.1157300
Máximo,18,0.873900
Máximo,18,0.1108500
Máximo,18,0.849400
Máximo,18,0.1066300
Máximo,18,0.847700
Máximo,18,0.1118700
Máximo,18,0.871500
Máximo,18,0.1077600
Máximo,18,0.854200
Máximo,18,0.1080100
Máximo,18,0.926800
Máximo,19,0.1123200
Máximo,19,0.907900
Máximo,19,0.1057700
Máximo,19,0.913900
Máximo,19,0.1131000
Máximo,19,0.1111600
Máximo,19,0.1103700
Máximo,19,0.963100
Máximo,19,0.1176300
Máximo,19,0.923100
Máximo,19,0.1110600
Máximo,19,0.902900
Máximo,19,0.1187500
Máximo,19,0.898900
Máximo,19,0.1088300
Máximo,19,0.907100
Máximo,19,0.1188700
Máximo,19,0.915000
Máximo,19,0.1083100
Máximo,19,0.893000
Máximo,19,0.1083500
Máximo,19,0.945600
Máximo,19,0.1068000
Máximo,19,0.992700
Máximo,19,0.1089300
Máximo,19,0.901800
Máximo,19,0.1192800
Máximo,19,0.917800
Máximo,19,0.1130300
Máximo,19,0.914600
Máximo,19,0.1103600
Máximo,19,0.1018500
Máximo,19,0.1090400
Máximo,19,0.942100
Máximo,19,0.1057500
Máximo,19,0.822400
Máximo,19,0.1040800
Máximo,19,0.880100
Máximo,19,0.1063400
Máximo,19,0.888800
Máximo,19,0.1110100
Máximo,19,0.970000
Máximo,19,0.1097500
Máximo,19,0.900400
Máximo,19,0.1132600
Máximo,19,0.983600
Máximo,19,0.1091600
Máximo,19,0.902600
Máximo,19,0.1102400
Máximo,19,0.913100
Máximo,19,0.1104800
Máximo,19,0.890700
Máximo,19,0.1317900
Máximo,19,0.872700
Máximo,19,0.1136700
Máximo,19,0.841500
Máximo,19,0.1168300
Máximo,19,0.950400
Máximo,19,0.1089500
Máximo,19,0.900500
Máximo,19,0.1069400
Máximo,19,0.1071500
Máximo,19,0.1075700
Máximo,19,0.907900
Máximo,19,0.1085100
Máximo,19,0.908400
Máximo,19,0.1115700
Máximo,19,0.881700
Máximo,19,0.1058900
Máximo,19,0.928600
Máximo,19,0.1048900
Máximo,19,0.1073000
Máximo,19,0.1151600
Máximo,19,0.900100
Máximo,19,0.1087900
Máximo,19,0.890100
Máximo,19,0.1106600
Máximo,19,0.889500
Máximo,19,0.1121400
Máximo,19,0.921300
Máximo,19,0.1099400
Máximo,19,0.856000
Máximo,19,0.1123700
Máximo,19,0.919900
Máximo,19,0.1125100
Máximo,19,0.927700
Máximo,19,0.1107700
Máximo,19,0.957800
Máximo,19,0.1805000
Máximo,19,0.956000
Máximo,19,0.1094600
Máximo,19,0.924100
Máximo,19,0.1103100
Máximo,19,0.904900
Máximo,19,0.1125000
Máximo,19,0.898700
Máximo,19,0.1116500
Máximo,19,0.1014400
Máximo,19,0.1098200
Máximo,19,0.891700
Máximo,20,0.1117200
Máximo,20,0.1250400
Máximo,20,0.927700
Máximo,20,0.1121600
Máximo,20,0.932600
Máximo,20,0.1116900
Máximo,20,0.991400
Máximo,20,0.1154500
Máximo,20,0.975200
Máximo,20,0.1385300
Máximo,20,0.967200
Máximo,20,0.1137400
Máximo,20,0.933200
Máximo,20,0.1131000
Máximo,20,0.944100
Máximo,20,0.1123300
Máximo,20,0.930800
Máximo,20,0.1091100
Máximo,20,0.992900
Máximo,20,0.1112100
Máximo,20,0.950000
Máximo,20,0.1135300
Máximo,20,0.1189900
Máximo,20,0.1150000
Máximo,20,0.975800
Máximo,20,0.1115300
Máximo,20,0.913900
Máximo,20,0.1127700
Máximo,20,0.945100
Máximo,20,0.1160500
Máximo,20,0.932500
Máximo,20,0.1144200
Máximo,20,0.966900
Máximo,20,0.1094400
Máximo,20,0.936700
Máximo,20,0.1122200
Máximo,20,0.928500
Máximo,20,0.1126100
Máximo,20,0.945900
Máximo,20,0.1115200
Máximo,20,0.1127900
Máximo,20,0.1108400
Máximo,20,0.955100
Máximo,20,0.1091200
Máximo,20,0.912200
Máximo,20,0.1128300
Máximo,20,0.998400
Máximo,20,0.1150800
Máximo,20,0.946900
Máximo,20,0.1144300
Máximo,20,0.956400
Máximo,20,0.1091200
Máximo,20,0.923400
Máximo,20,0.1146200
Máximo,20,0.974500
Máximo,20,0.1161700
Máximo,20,0.946800
Máximo,20,0.1121300
Máximo,20,0.937500
Máximo,20,0.1130000
Máximo,20,0.948300
Máximo,20,0.1269600
Máximo,20,0.963000
Máximo,20,0.1112800
Máximo,20,0.929700
Máximo,20,0.1135300
Máximo,20,0.1205900
Máximo,20,0.1132500
Máximo,20,0.961100
Máximo,20,0.1116300
Máximo,20,0.944800
Máximo,20,0.1139800
Máximo,20,0.952200
Máximo,20,0.1128500
Máximo,20,0.1076900
Máximo,20,0.1146000
Máximo,20,0.942800
Máximo,20,0.1127600
Máximo,20,0.949700
Máximo,20,0.1152500
Máximo,20,0.960900
Máximo,20,0.1138400
Máximo,20,0.916800
Máximo,20,0.1101800
Máximo,20,0.923300
Máximo,20,0.1206800
Máximo,20,0.1023900
Máximo,20,0.1125500
Máximo,20,0.957500
Máximo,20,0.1134700
Máximo,20,0.948500
Máximo,20,0.1100200
Máximo,20,0.1034100
Máximo,20,0.1389100
Máximo,20,0.979000
Máximo,20,0.1140900
Máximo,20,0.975000
Máximo,20,0.1315800
Máximo,20,0.957600
Máximo,20,0.1117700
Máximo,21,0.960500
Máximo,21,0.1236900
Máximo,21,0.966800
Máximo,21,0.1191300
Máximo,21,0.971300
Máximo,21,0.1377900
Máximo,21,0.970600
Máximo,21,0.1183800
Máximo,21,0.1006100
Máximo,21,0.1165100
Máximo,21,0.988600
Máximo,21,0.1135800
Máximo,21,0.971200
Máximo,21,0.1158200
Máximo,21,0.975200
Máximo,21,0.1147900
Máximo,21,0.1034800
Máximo,21,0.1145200
Máximo,21,0.1023600
Máximo,21,0.1219400
Máximo,21,0.1007800
Máximo,21,0.1170100
Máximo,21,0.953700
Máximo,21,0.1143600
Máximo,21,0.1061900
Máximo,21,0.1188600
Máximo,21,0.995400
Máximo,21,0.1160400
Máximo,21,0.970700
Máximo,21,0.1153100
Máximo,21,0.982100
Máximo,21,0.1186200
Máximo,21,0.1035600
Máximo,21,0.1136400
Máximo,21,0.975300
Máximo,21,0.1111700
Máximo,21,0.1030900
Máximo,21,0.1326000
Máximo,21,0.958800
Máximo,21,0.2156500
Máximo,21,0.993300
Máximo,21,0.1142600
Máximo,21,0.1018700
Máximo,21,0.1182200
Máximo,21,0.1083100
Máximo,21,0.1262100
Máximo,21,0.952200
Máximo,21,0.1168300
Máximo,21,0.1032700
Máximo,21,0.1125800
Máximo,21,0.1077900
Máximo,21,0.1219200
Máximo,21,0.975700
Máximo,21,0.1289300
Máximo,21,0.995100
Máximo,21,0.1220000
Máximo,21,0.976000
Máximo,21,0.1114800
Máximo,21,0.949600
Máximo,21,0.1132600
Máximo,21,0.963600
Máximo,21,0.1157100
Máximo,21,0.979200
Máximo,21,0.1127200
Máximo,21,0.999200
Máximo,21,0.1148900
Máximo,21,0.941400
Máximo,21,0.1236100
Máximo,21,0.962600
Máximo,21,0.1205100
Máximo,21,0.1101200
Máximo,21,0.1157600
Máximo,21,0.1152600
Máximo,21,0.1192000
Máximo,21,0.989200
Máximo,21,0.1158200
Máximo,21,0.998900
Máximo,21,0.1182700
Máximo,21,0.1181200
Máximo,21,0.1169000
Máximo,21,0.964400
Máximo,21,0.1158600
Máximo,21,0.972800
Máximo,21,0.1198100
Máximo,21,0.1199900
Máximo,21,0.1407400
Máximo,21,0.966600
Máximo,21,0.1170200
Máximo,21,0.960800
Máximo,21,0.1150600
Máximo,21,0.1122000
Máximo,21,0.1146400
Máximo,21,0.988600
Máximo,21,0.1173800
Máximo,21,0.996600
Máximo,21,0.1171800
Máximo,21,0.1033900
Máximo,21,0.1166700
Máximo,21,0.958400
Máximo,21,0.1169700
Máximo,22,0.1042300
Máximo,22,0.1182400
Máximo,22,0.1083200
Máximo,22,0.1207600
Máximo,22,0.1015200
Máximo,22,0.1312800
Máximo,22,0.1013700
Máximo,22,0.1183900
Máximo,22,0.1048900
Máximo,22,0.1282200
Máximo,22,0.1032200
Máximo,22,0.1313500
Máximo,22,0.1029500
Máximo,22,0.1281300
Máximo,22,0.1075900
Máximo,22,0.1399100
Máximo,22,0.1026600
Máximo,22,0.1205800
Máximo,22,0.1037900
Máximo,22,0.1278300
Máximo,22,0.1091000
Máximo,22,0.1240000
Máximo,22,0.1120000
Máximo,22,0.1189800
Máximo,22,0.1033800
Máximo,22,0.1391400
Máximo,22,0.1065900
Máximo,22,0.1225600
Máximo,22,0.1030300
Máximo,22,0.1264300
Máximo,22,0.995400
Máximo,22,0.1227200
Máximo,22,0.1016800
Máximo,22,0.1397400
Máximo,22,0.1060200
Máximo,22,0.1186400
Máximo,22,0.1142900
Máximo,22,0.1184200
Máximo,22,0.1052000
Máximo,22,0.1272600
Máximo,22,0.1014800
Máximo,22,0.1153900
Máximo,22,0.1064100
Máximo,22,0.1186600
Máximo,22,0.1052600
Máximo,22,0.1432700
Máximo,22,0.1055900
Máximo,22,0.1210100
Máximo,22,0.1006500
Máximo,22,0.1231200
Máximo,22,0.1097300
Máximo,22,0.1425800
Máximo,22,0.998100
Máximo,22,0.1207100
Máximo,22,0.1040900
Máximo,22,0.1221200
Máximo,22,0.1007200
Máximo,22,0.1247000
Máximo,22,0.1047300
Máximo,22,0.1368800
Máximo,22,0.1057100
Máximo,22,0.1231500
Máximo,22,0.1030900
Máximo,22,0.1663900
Máximo,22,0.1062900
Máximo,22,0.1207000
Máximo,22,0.1360900
Máximo,22,0.1234000
Máximo,22,0.991700
Máximo,22,0.1436500
Máximo,22,0.1103900
Máximo,22,0.1445500
Máximo,22,0.1055000
Máximo,22,0.1226800
Máximo,22,0.1007900
Máximo,22,0.1270800
Máximo,22,0.1044600
Máximo,22,0.1228200
Máximo,22,0.1031900
Máximo,22,0.1177700
Máximo,22,0.1020600
Máximo,22,0.1390200
Máximo,22,0.1075300
Máximo,22,0.1333600
Máximo,22,0.1011900
Máximo,22,0.1215200
Máximo,22,0.1043800
Máximo,22,0.1281800
Máximo,22,0.1001500
Máximo,22,0.1186400
Máximo,22,0.1040400
Máximo,22,0.1257700
Máximo,22,0.1095400
Máximo,22,0.1334300
Máximo,22,0.1070400
Máximo,22,0.1204700
Máximo,22,0.1027200
Máximo,22,0.1176200
Máximo,22,0.1043900
Máximo,22,0.1291800
Máximo,23,0.1060000
Máximo,23,0.1242600
Máximo,23,0.1058400
Máximo,23,0.1209000
Máximo,23,0.1133800
Máximo,23,0.1275500
Máximo,23,0.1076900
Máximo,23,0.1247500
Máximo,23,0.1068200
Máximo,23,0.1244100
Máximo,23,0.1181300
Máximo,23,0.1319800
Máximo,23,0.1101600
Máximo,23,0.1271100
Máximo,23,0.957300
Máximo,23,0.1456500
Máximo,23,0.1063100
Máximo,23,0.1368400
Máximo,23,0.1171000
Máximo,23,0.1243800
Máximo,23,0.1294800
Máximo,23,0.1343400
Máximo,23,0.1036400
Máximo,23,0.1329500
Máximo,23,0.1038700
Máximo,23,0.1239800
Máximo,23,0.1098400
Máximo,23,0.1285100
Máximo,23,0.1056000
Máximo,23,0.1301600
Máximo,23,0.1059700
Máximo,23,0.1297100
Máximo,23,0.1069800
Máximo,23,0.1246700
Máximo,23,0.1031600
Máximo,23,0.1243500
Máximo,23,0.1105000
Máximo,23,0.1472700
Máximo,23,0.1052200
Máximo,23,0.1271100
Máximo,23,0.1078500
Máximo,23,0.1372900
Máximo,23,0.1204500
Máximo,23,0.1254200
Máximo,23,0.1118700
Máximo,23,0.1255400
Máximo,23,0.1047000
Máximo,23,0.1336500
Máximo,23,0.1134900
Máximo,23,0.1302800
Máximo,23,0.1193000
Máximo,23,0.1219800
Máximo,23,0.1070200
Máximo,23,0.1402600
Máximo,23,0.1086500
Máximo,23,0.1211900
Máximo,23,0.1053900
Máximo,23,0.1206400
Máximo,23,0.1040000
Máximo,23,0.1263000
Máximo,23,0.1133300
Máximo,23,0.1257100
Máximo,23,0.1078300
Máximo,23,0.1230400
Máximo,23,0.1029200
Máximo,23,0.1274800
Máximo,23,0.1072600
Máximo,23,0.1286900
Máximo,23,0.1074300
Máximo,23,0.1217400
Máximo,23,0.1046400
Máximo,23,0.1379200
Máximo,23,0.1205900
Máximo,23,0.1341800
Máximo,23,0.1138600
Máximo,23,0.1209500
Máximo,23,0.1059800
Máximo,23,0.1305600
Máximo,23,0.1129200
Máximo,23,0.1316000
Máximo,23,0.1013300
Máximo,23,0.1293800
Máximo,23,0.1123700
Máximo,23,0.1485700
Máximo,23,0.1054200
Máximo,23,0.1473400
Máximo,23,0.1041100
Máximo,23,0.1344100
